booking_id,passenger_id,passenger_name,gender,age,nationality,flight_id,airline,flight_number,origin_airport,destination_airport,departure_time,arrival_time,flight_status,seat_class,booking_date,price
2390,41,"John Foster",Other,38.0,Myanmar,775,Southwest,1129,DFW,SFO,"2025-07-30 16:09:52","2025-07-30 19:09:52","On Time",Economy,2025-07-26,1313.62
4360,41,"John Foster",Other,38.0,Myanmar,504,Spirit,3668,SFO,ATL,"2025-08-13 13:07:58","2025-08-13 18:07:58",Delayed,First,2025-06-24,1428.87
5783,41,"John Foster",Other,38.0,Myanmar,2127,Frontier,6159,SEA,LAX,"2025-08-02 12:00:09","2025-08-02 16:00:09",Delayed,First,2025-06-29,1455.17
8129,41,"John Foster",Other,38.0,Myanmar,480,United,4973,BOS,LAX,"2025-07-30 03:27:28","2025-07-30 06:27:28",Delayed,Business,2025-06-20,822.01
9622,41,"John Foster",Other,38.0,Myanmar,780,Spirit,3751,MIA,SFO,"2025-07-29 23:42:44","2025-07-30 03:42:44",Delayed,Business,2025-07-19,477.26
1702,42,"Eric Griffin",Female,50,Eritrea,1217,Spirit,796,ATL,LAX,"2025-07-27 18:03:22","2025-07-27 20:03:22",Cancelled,Business,2025-07-20,820.86
9038,42,"Eric Griffin",Female,50,Eritrea,1710,Delta,3974,JFK,SFO,"2025-08-13 12:02:41","2025-08-13 14:02:41",Cancelled,Economy,2025-08-07,363.79
8122,43,"Kristina West",Female,52.0,Bahrain,606,Frontier,2616,JFK,SFO,"2025-08-13 19:10:26","2025-08-13 21:10:26",Delayed,Business,2025-06-23,115.55
9398,43,"Kristina West",Female,52.0,Bahrain,1693,JetBlue,4192,MIA,LAX,"2025-08-10 13:40:47","2025-08-10 17:40:47",Delayed,Business,2025-07-15,717.96
2385,44,"Caroline Yang",Other,50,Egypt,934,Spirit,9460,ATL,BOS,"2025-07-24 02:58:31","2025-07-24 04:58:31",Cancelled,Business,2025-07-16,824.56
5085,44,"Caroline Yang",Other,50,Egypt,181,Delta,8238,DFW,ATL,"2025-08-04 17:04:39","2025-08-04 23:04:39",Delayed,Business,2025-07-09,848.82
5102,44,"Caroline Yang",Other,50,Egypt,2602,JetBlue,5640,LAX,SEA,"2025-08-06 13:13:30","2025-08-06 17:13:30","On Time",First,2025-07-04,1213.77
8031,44,"Caroline Yang",Other,50,Egypt,899,JetBlue,1137,MIA,SFO,"2025-07-20 15:09:06","2025-07-20 17:09:06",Cancelled,First,2025-08-03,863.14
9951,44,"Caroline Yang",Other,50,Egypt,1407,"American Airlines",3583,SEA,MIA,"2025-07-25 17:09:52","2025-07-25 19:09:52",Cancelled,Business,2025-07-04,445.48
7223,45,"Brianna Johnson",Female,58.0,Tokelau,1306,Frontier,6359,ORD,SEA,"2025-07-28 23:52:13","2025-07-29 01:52:13",Cancelled,Business,2025-06-26,437.41
9051,45,"Brianna Johnson",Female,58.0,Tokelau,2071,Alaska,2050,DEN,SFO,"2025-07-25 14:59:22","2025-07-25 16:59:22",Cancelled,First,2025-07-21,631.21
379,46,"Franklin Gibbs",Male,48.0,Cyprus,2894,Frontier,8756,JFK,ATL,"2025-07-22 10:04:33","2025-07-22 12:04:33",Delayed,Economy,2025-07-16,527.88
6760,46,"Franklin Gibbs",Male,48.0,Cyprus,279,Delta,4006,SFO,MIA,"2025-07-26 21:52:49","2025-07-26 23:52:49","On Time",First,2025-08-04,1119.98
896,47,"Mitchell Mcgee",Male,50,Guinea,1778,Delta,6037,MIA,SEA,"2025-07-24 03:17:17","2025-07-24 06:17:17","On Time",Business,2025-07-14,1112.99
4592,47,"Mitchell Mcgee",Male,50,Guinea,646,Alaska,4990,LAX,MIA,"2025-08-12 05:16:20","2025-08-12 07:16:20",Delayed,Economy,2025-07-26,692.72
8699,48,"Jessica Bennett",Female,76.0,Gabon,991,United,2743,DFW,BOS,"2025-07-23 08:28:44","2025-07-23 11:28:44",Delayed,Business,2025-08-08,545.91
4807,49,"Lori Shelton",Male,50,Georgia,2158,"American Airlines",3604,ORD,DEN,"2025-08-06 19:19:28","2025-08-06 22:19:28",Delayed,Business,2025-07-27,886.6
1157,50,"Christopher Garcia",Male,50,Swaziland,1380,JetBlue,5582,ORD,LAX,"2025-07-29 11:20:22","2025-07-29 14:20:22",Delayed,Economy,2025-06-21,677.94
4601,51,"Aaron Moore",Male,70.0,Nicaragua,2049,"American Airlines",8405,SEA,LAX,"2025-08-03 05:21:09","2025-08-03 11:21:09","On Time",Business,2025-07-07,1284.44
3659,52,"Jacqueline Roberson",Male,50,Bermuda,1997,Frontier,8305,DEN,SFO,"2025-07-28 17:59:28","2025-07-28 19:59:28",Cancelled,First,2025-06-22,965.32
1019,53,"Allison Nicholson",Other,21.0,Nepal,48,"American Airlines",3953,SFO,LAX,"2025-07-21 15:45:09","2025-07-21 21:45:09","On Time",First,2025-07-07,192.09
3710,53,"Allison Nicholson",Other,21.0,Nepal,995,Spirit,8695,ATL,DFW,"2025-08-11 14:56:32","2025-08-11 20:56:32","On Time",First,2025-07-24,104.63
2282,54,"Crystal Guerrero",Female,50,Guyana,2784,United,9193,ATL,DFW,"2025-08-06 04:15:53","2025-08-06 07:15:53",Delayed,Business,2025-06-29,1289.33
3789,54,"Crystal Guerrero",Female,50,Guyana,168,Alaska,5646,BOS,SFO,"2025-08-10 14:44:41","2025-08-10 16:44:41",Delayed,Economy,2025-06-29,198.48
6129,54,"Crystal Guerrero",Female,50,Guyana,2193,United,7748,MIA,ORD,"2025-07-30 21:54:09","2025-07-30 23:54:09",Delayed,First,2025-07-31,821.73
8198,54,"Crystal Guerrero",Female,50,Guyana,850,Frontier,1384,SFO,DFW,"2025-08-07 10:08:05","2025-08-07 12:08:05",Cancelled,Business,2025-08-10,640.23
3509,55,"Ryan Stevens",Female,50,Belgium,1744,JetBlue,6147,DEN,LAX,"2025-07-18 21:12:09","2025-07-19 03:12:09",Delayed,Business,2025-07-27,1130.93
3800,55,"Ryan Stevens",Female,50,Belgium,1435,"American Airlines",4135,MIA,ORD,"2025-08-01 04:59:10","2025-08-01 06:59:10",Cancelled,Business,2025-06-23,276.19
9734,55,"Ryan Stevens",Female,50,Belgium,1856,JetBlue,3438,LAX,ORD,"2025-07-26 08:46:17","2025-07-26 10:46:17",Delayed,First,2025-08-14,544.08
4879,56,"Nathan Curry",Male,50,"United States of America",165,Spirit,6425,ORD,MIA,"2025-08-05 21:02:49","2025-08-05 23:02:49","On Time",Business,2025-08-09,152.37
6869,56,"Nathan Curry",Male,50,"United States of America",440,Spirit,7175,ORD,SEA,"2025-08-04 01:18:01","2025-08-04 03:18:01",Cancelled,Economy,2025-08-14,576.46
8902,56,"Nathan Curry",Male,50,"United States of America",2858,JetBlue,2127,ORD,DFW,"2025-07-28 23:53:02","2025-07-29 05:53:02","On Time",Economy,2025-06-28,396.42
3532,57,"Jordan Smith",Female,50,"Russian Federation",2629,Southwest,2071,JFK,MIA,"2025-08-02 10:26:23","2025-08-02 13:26:23","On Time",Business,2025-07-09,411.97
4518,57,"Jordan Smith",Female,50,"Russian Federation",2417,Alaska,1759,LAX,SEA,"2025-08-12 15:17:26","2025-08-12 17:17:26",Cancelled,First,2025-07-08,1456.05
5997,57,"Jordan Smith",Female,50,"Russian Federation",876,"American Airlines",4722,DFW,ORD,"2025-08-09 20:03:27","2025-08-09 22:03:27",Cancelled,Economy,2025-06-19,848.49
6751,57,"Jordan Smith",Female,50,"Russian Federation",960,Spirit,6837,DFW,MIA,"2025-07-30 23:20:06","2025-07-31 03:20:06","On Time",Business,2025-08-10,917.8
3673,58,"Elizabeth Brown",Male,21.0,Brazil,1400,United,6287,MIA,ATL,"2025-07-18 23:49:40","2025-07-19 01:49:40",Delayed,First,2025-07-16,1335.65
3787,58,"Elizabeth Brown",Male,21.0,Brazil,372,Frontier,5401,ATL,JFK,"2025-08-10 08:00:53","2025-08-10 12:00:53",Delayed,Business,2025-07-29,640.55
4271,58,"Elizabeth Brown",Male,21.0,Brazil,2719,JetBlue,3702,ORD,SEA,"2025-08-17 08:13:57","2025-08-17 10:13:57",Cancelled,First,2025-08-15,111.09
8560,58,"Elizabeth Brown",Male,21.0,Brazil,1312,Delta,953,DEN,ATL,"2025-08-01 02:19:02","2025-08-01 07:19:02",Delayed,Business,2025-08-14,1096.69
1479,59,"Jasmine Martin",Other,35.0,Senegal,1715,United,3191,BOS,ORD,"2025-07-22 23:02:04","2025-07-23 02:02:04","On Time",Business,2025-06-20,141.53
3805,59,"Jasmine Martin",Other,35.0,Senegal,2367,JetBlue,8947,DEN,LAX,"2025-07-25 09:01:44","2025-07-25 14:01:44",Delayed,Business,2025-06-30,332.47
6315,59,"Jasmine Martin",Other,35.0,Senegal,1082,JetBlue,7174,BOS,DFW,"2025-07-22 22:08:19","2025-07-23 02:08:19",Delayed,Economy,2025-06-23,163.78
6910,59,"Jasmine Martin",Other,35.0,Senegal,1309,Frontier,4168,DEN,MIA,"2025-08-12 11:56:08","2025-08-12 13:56:08","On Time",Economy,2025-06-29,1141.07
1332,60,"Eugene Robinson",Female,50,Rwanda,2225,Alaska,3028,DFW,SFO,"2025-07-23 15:27:14","2025-07-23 20:27:14","On Time",Economy,2025-06-20,606.09
3232,60,"Eugene Robinson",Female,50,Rwanda,2459,Frontier,3264,BOS,ORD,"2025-08-04 22:08:24","2025-08-05 04:08:24",Delayed,Economy,2025-07-19,1132.5
4848,60,"Eugene Robinson",Female,50,Rwanda,1175,United,7323,DFW,SFO,"2025-08-15 15:51:19","2025-08-15 18:51:19","On Time",Business,2025-08-01,824.3
5114,60,"Eugene Robinson",Female,50,Rwanda,2292,United,4115,ATL,MIA,"2025-08-02 02:12:43","2025-08-02 05:12:43","On Time",First,2025-07-13,153.62
9464,60,"Eugene Robinson",Female,50,Rwanda,402,Spirit,6788,ORD,DEN,"2025-08-08 13:11:36","2025-08-08 18:11:36","On Time",Economy,2025-07-16,659.88
5314,61,"Tristan Marshall",Female,43.0,Kiribati,643,Spirit,5813,SEA,DFW,"2025-07-28 14:27:34","2025-07-28 17:27:34",Delayed,First,2025-07-28,623.61
7778,62,"Anne Palmer",Other,78.0,Indonesia,146,Delta,4515,BOS,JFK,"2025-08-15 23:29:00","2025-08-16 02:29:00",Delayed,Economy,2025-07-28,743.2
8246,62,"Anne Palmer",Other,78.0,Indonesia,2162,JetBlue,3032,JFK,DFW,"2025-08-02 06:49:16","2025-08-02 11:49:16",Delayed,Business,2025-08-02,530.42
3758,63,"Thomas Martin",Other,50,Cyprus,480,United,4973,BOS,LAX,"2025-07-30 03:27:28","2025-07-30 06:27:28",Delayed,First,2025-07-14,1192.28
5688,63,"Thomas Martin",Other,50,Cyprus,2294,"American Airlines",2271,MIA,DFW,"2025-08-04 06:37:36","2025-08-04 08:37:36","On Time",Economy,2025-08-14,169.64
8984,63,"Thomas Martin",Other,50,Cyprus,370,Southwest,2975,BOS,SFO,"2025-08-16 20:11:49","2025-08-16 22:11:49",Cancelled,Economy,2025-07-12,434.32
9333,63,"Thomas Martin",Other,50,Cyprus,2669,United,7501,DFW,ORD,"2025-07-21 05:29:34","2025-07-21 07:29:34",Delayed,Economy,2025-07-01,756.83
5045,64,"Jeffrey Shaw",Male,50,"Western Sahara",1,"American Airlines",509,DFW,ATL,"2025-07-22 06:21:17","2025-07-22 09:21:17","On Time",Business,2025-07-24,208.28
6213,64,"Jeffrey Shaw",Male,50,"Western Sahara",2718,Alaska,9154,DEN,ATL,"2025-08-01 15:18:54","2025-08-01 18:18:54","On Time",Economy,2025-07-29,1331.94
6548,64,"Jeffrey Shaw",Male,50,"Western Sahara",1764,Spirit,1941,SEA,ORD,"2025-07-27 14:25:15","2025-07-27 16:25:15","On Time",Business,2025-07-22,1453.33
6982,64,"Jeffrey Shaw",Male,50,"Western Sahara",1835,Delta,7481,ORD,MIA,"2025-08-02 14:31:22","2025-08-02 20:31:22","On Time",First,2025-06-24,708.25
227,65,"Katie Wilson",Male,50,Somalia,1672,"American Airlines",9084,SFO,LAX,"2025-08-02 16:43:04","2025-08-02 18:43:04",Cancelled,Economy,2025-07-09,1056.65
526,65,"Katie Wilson",Male,50,Somalia,1528,United,625,BOS,SEA,"2025-07-26 07:55:56","2025-07-26 09:55:56","On Time",First,2025-07-10,286.43
3404,65,"Katie Wilson",Male,50,Somalia,699,Spirit,6707,ATL,LAX,"2025-08-09 21:02:31","2025-08-10 02:02:31",Delayed,Economy,2025-07-16,157.11
4236,65,"Katie Wilson",Male,50,Somalia,2733,JetBlue,6341,JFK,MIA,"2025-07-22 10:05:24","2025-07-22 12:05:24",Cancelled,Business,2025-08-07,746.97
4441,65,"Katie Wilson",Male,50,Somalia,1363,JetBlue,9164,LAX,DEN,"2025-07-29 14:53:17","2025-07-29 19:53:17",Delayed,First,2025-06-25,526.01
5669,65,"Katie Wilson",Male,50,Somalia,2433,United,5370,ATL,BOS,"2025-07-24 02:04:32","2025-07-24 08:04:32","On Time",Economy,2025-08-10,1292.3
1031,66,"Kyle Hughes",Female,50,Lesotho,2354,Alaska,3857,LAX,SEA,"2025-08-03 22:23:43","2025-08-04 03:23:43","On Time",Economy,2025-07-08,1084.44
3603,66,"Kyle Hughes",Female,50,Lesotho,2583,"American Airlines",6393,ORD,SFO,"2025-08-13 08:38:12","2025-08-13 10:38:12",Cancelled,First,2025-08-11,1385.24
4835,67,"John Gilbert",Male,50,"Sierra Leone",1562,Frontier,3706,LAX,DEN,"2025-07-18 18:34:21","2025-07-19 00:34:21",Delayed,Business,2025-07-12,682.53
6541,67,"John Gilbert",Male,50,"Sierra Leone",2921,JetBlue,7522,ORD,BOS,"2025-07-23 16:59:59","2025-07-23 22:59:59","On Time",Business,2025-06-28,504.83
1983,68,"Melinda Anderson",Other,50,Madagascar,2673,JetBlue,9661,SEA,ATL,"2025-08-12 19:42:16","2025-08-12 21:42:16",Cancelled,First,2025-07-09,640.63
3904,68,"Melinda Anderson",Other,50,Madagascar,2270,Delta,4899,SFO,JFK,"2025-07-20 08:36:47","2025-07-20 12:36:47",Delayed,Business,2025-08-03,642.42
119,69,"Patricia Stark",Male,43.0,Korea,579,Southwest,4466,MIA,JFK,"2025-07-29 18:13:27","2025-07-29 20:13:27",Cancelled,First,2025-07-17,374.65
453,69,"Patricia Stark",Male,43.0,Korea,2645,JetBlue,8396,ORD,SFO,"2025-07-28 10:52:30","2025-07-28 12:52:30",Cancelled,Business,2025-06-29,1194.16
528,69,"Patricia Stark",Male,43.0,Korea,2158,"American Airlines",3604,ORD,DEN,"2025-08-06 19:19:28","2025-08-06 22:19:28",Delayed,First,2025-07-11,966.35
543,69,"Patricia Stark",Male,43.0,Korea,2754,Spirit,2834,MIA,SEA,"2025-07-30 03:23:11","2025-07-30 06:23:11","On Time",Economy,2025-07-27,1382.85
1672,69,"Patricia Stark",Male,43.0,Korea,852,Spirit,1268,LAX,ATL,"2025-08-02 00:15:20","2025-08-02 04:15:20","On Time",Business,2025-07-10,1422.5
4491,69,"Patricia Stark",Male,43.0,Korea,2887,Southwest,7462,ATL,DEN,"2025-07-28 21:46:31","2025-07-29 02:46:31",Delayed,Business,2025-07-24,716.63
5894,69,"Patricia Stark",Male,43.0,Korea,1575,Spirit,8643,DEN,ORD,"2025-08-16 22:00:53","2025-08-17 00:00:53",Cancelled,First,2025-07-13,366.75
7336,69,"Patricia Stark",Male,43.0,Korea,2718,Alaska,9154,DEN,ATL,"2025-08-01 15:18:54","2025-08-01 18:18:54","On Time",Economy,2025-06-28,424.16
7722,69,"Patricia Stark",Male,43.0,Korea,1641,"American Airlines",8748,DFW,DEN,"2025-08-04 20:02:45","2025-08-04 22:02:45",Cancelled,Economy,2025-08-12,1066.29
1721,70,"Todd Larson",Male,50,Uganda,480,United,4973,BOS,LAX,"2025-07-30 03:27:28","2025-07-30 06:27:28",Delayed,Business,2025-07-01,1246.05
5616,70,"Todd Larson",Male,50,Uganda,1264,Frontier,7097,ATL,SFO,"2025-08-08 13:18:44","2025-08-08 15:18:44",Cancelled,Economy,2025-07-12,1084.55
9314,70,"Todd Larson",Male,50,Uganda,1857,Delta,9820,ORD,JFK,"2025-08-12 11:10:58","2025-08-12 13:10:58",Cancelled,Economy,2025-07-16,862.36
589,71,"Brett Gray",Male,50,Palau,242,"American Airlines",8463,LAX,BOS,"2025-07-29 22:54:54","2025-07-30 04:54:54","On Time",First,2025-06-30,1117.39
6168,71,"Brett Gray",Male,50,Palau,1780,United,9135,SFO,ATL,"2025-08-08 13:40:18","2025-08-08 16:40:18","On Time",Economy,2025-08-06,866.56
7531,71,"Brett Gray",Male,50,Palau,2295,Southwest,4096,BOS,SEA,"2025-08-04 06:46:15","2025-08-04 11:46:15","On Time",First,2025-06-26,421.07
8347,71,"Brett Gray",Male,50,Palau,2235,Alaska,5067,BOS,MIA,"2025-08-15 17:25:03","2025-08-15 23:25:03","On Time",Economy,2025-06-29,1030.25
5738,72,"Sarah Bates",Female,63.0,Oman,1346,"American Airlines",8348,JFK,ORD,"2025-07-20 20:04:09","2025-07-21 01:04:09","On Time",Economy,2025-08-09,1282.44
742,73,"Kathleen Fox",Female,76.0,Bahrain,2762,"American Airlines",4940,DEN,JFK,"2025-08-03 01:00:16","2025-08-03 05:00:16",Delayed,First,2025-07-20,914.9
1106,73,"Kathleen Fox",Female,76.0,Bahrain,1910,United,3684,DEN,SEA,"2025-07-24 00:25:34","2025-07-24 02:25:34",Cancelled,First,2025-07-27,412.59
1143,73,"Kathleen Fox",Female,76.0,Bahrain,2015,JetBlue,7252,JFK,DFW,"2025-08-14 20:01:31","2025-08-14 23:01:31","On Time",First,2025-08-15,1463.12
4204,73,"Kathleen Fox",Female,76.0,Bahrain,361,Frontier,1747,ORD,JFK,"2025-08-05 23:14:40","2025-08-06 05:14:40","On Time",Business,2025-06-18,795.99
4613,73,"Kathleen Fox",Female,76.0,Bahrain,1617,JetBlue,7379,ATL,MIA,"2025-07-21 20:26:07","2025-07-21 22:26:07",Cancelled,Economy,2025-06-25,1092.74
8460,73,"Kathleen Fox",Female,76.0,Bahrain,2429,Southwest,440,BOS,SEA,"2025-07-30 05:36:33","2025-07-30 10:36:33",Delayed,First,2025-06-21,141.1
9869,73,"Kathleen Fox",Female,76.0,Bahrain,1423,Frontier,1486,MIA,DEN,"2025-08-05 12:45:09","2025-08-05 14:45:09",Cancelled,Business,2025-07-09,797.03
9470,74,"Christopher Snow",Female,50,"Kyrgyz Republic",1887,"American Airlines",9503,SFO,SEA,"2025-08-13 17:27:49","2025-08-13 21:27:49",Delayed,First,2025-07-13,326.61
3994,75,"Adam Leonard MD",Male,50,Nigeria,561,Southwest,5470,ORD,LAX,"2025-07-29 07:18:01","2025-07-29 10:18:01",Delayed,Business,2025-07-15,950.78
8187,75,"Adam Leonard MD",Male,50,Nigeria,2427,Alaska,531,SEA,ATL,"2025-08-03 17:25:57","2025-08-03 20:25:57","On Time",Economy,2025-08-06,137.67
8753,75,"Adam Leonard MD",Male,50,Nigeria,792,"American Airlines",3865,SFO,SEA,"2025-07-27 22:00:14","2025-07-28 01:00:14","On Time",Economy,2025-07-04,833.42
5129,76,"Daniel Howell",Male,23.0,Gibraltar,2509,JetBlue,5441,SFO,ORD,"2025-07-31 16:58:05","2025-07-31 22:58:05","On Time",Business,2025-07-03,882.81
452,77,"Haley Thornton",Female,50,Cambodia,1140,Delta,9417,JFK,DEN,"2025-07-24 03:24:12","2025-07-24 06:24:12","On Time",Business,2025-07-27,1163.26
5953,77,"Haley Thornton",Female,50,Cambodia,2294,"American Airlines",2271,MIA,DFW,"2025-08-04 06:37:36","2025-08-04 08:37:36","On Time",First,2025-07-22,1005.42
5979,77,"Haley Thornton",Female,50,Cambodia,1456,United,1165,ORD,DEN,"2025-08-13 14:27:58","2025-08-13 20:27:58","On Time",Economy,2025-07-30,1301.89
5427,78,"Calvin Robbins",Male,70.0,"American Samoa",1954,Spirit,9181,ATL,DEN,"2025-07-26 03:23:32","2025-07-26 07:23:32","On Time",Business,2025-07-23,910.67
7877,79,"Cynthia Gutierrez",Female,50,Guinea,2112,"American Airlines",906,MIA,ATL,"2025-07-30 13:42:34","2025-07-30 15:42:34",Cancelled,Business,2025-06-30,1096.57
1350,80,"Ms. Cathy Hunt",Male,50,"Cayman Islands",76,Spirit,5444,SFO,DFW,"2025-08-01 15:37:24","2025-08-01 21:37:24","On Time",Business,2025-06-30,1339
5550,80,"Ms. Cathy Hunt",Male,50,"Cayman Islands",2145,"American Airlines",8910,SEA,DEN,"2025-08-15 23:19:16","2025-08-16 01:19:16","On Time",Economy,2025-07-08,614.07
6664,80,"Ms. Cathy Hunt",Male,50,"Cayman Islands",738,Alaska,3679,BOS,MIA,"2025-07-31 23:59:33","2025-08-01 01:59:33",Cancelled,First,2025-08-11,1009.57
7595,80,"Ms. Cathy Hunt",Male,50,"Cayman Islands",884,Alaska,5393,ORD,JFK,"2025-08-09 03:18:26","2025-08-09 05:18:26",Cancelled,Business,2025-06-19,1304.38
9276,80,"Ms. Cathy Hunt",Male,50,"Cayman Islands",251,Southwest,5367,BOS,SEA,"2025-07-27 18:43:16","2025-07-28 00:43:16","On Time",Business,2025-07-26,1317.75
702,81,"Kristi Mcmillan",Male,50,"Holy See (Vatican City State)",2759,Southwest,2431,JFK,DFW,"2025-07-29 21:16:09","2025-07-30 02:16:09",Delayed,Business,2025-07-03,735.58
447,82,"Tanya James",Female,50,Finland,2811,"American Airlines",901,JFK,DEN,"2025-07-28 12:23:56","2025-07-28 17:23:56","On Time",Economy,2025-06-25,638.1
1027,82,"Tanya James",Female,50,Finland,692,Delta,2240,SEA,MIA,"2025-08-05 02:30:47","2025-08-05 04:30:47",Delayed,Economy,2025-06-26,703.79
2646,82,"Tanya James",Female,50,Finland,482,United,8469,SFO,SEA,"2025-07-29 20:25:32","2025-07-30 02:25:32","On Time",Economy,2025-08-01,1485.8
4915,82,"Tanya James",Female,50,Finland,21,Frontier,8769,DFW,BOS,"2025-07-21 10:03:07","2025-07-21 12:03:07",Cancelled,First,2025-07-30,1024.77
5992,82,"Tanya James",Female,50,Finland,384,Frontier,9339,JFK,BOS,"2025-08-03 18:29:35","2025-08-03 20:29:35",Cancelled,First,2025-08-13,474.85
8010,82,"Tanya James",Female,50,Finland,2999,Delta,8747,SEA,ATL,"2025-08-12 02:45:47","2025-08-12 06:45:47",Delayed,Business,2025-07-17,1057.4
4420,83,"Aaron Mcbride",Male,73.0,Portugal,2337,Frontier,8746,SFO,JFK,"2025-08-15 08:54:32","2025-08-15 10:54:32",Cancelled,Business,2025-08-08,1496.55
832,84,"Jodi Peterson",Male,50,Madagascar,1585,United,4315,SFO,MIA,"2025-08-05 04:03:52","2025-08-05 08:03:52",Delayed,Business,2025-07-03,1214.52
3970,84,"Jodi Peterson",Male,50,Madagascar,1363,JetBlue,9164,LAX,DEN,"2025-07-29 14:53:17","2025-07-29 19:53:17",Delayed,Economy,2025-07-22,1155.53
5323,84,"Jodi Peterson",Male,50,Madagascar,2699,"American Airlines",4222,DFW,DEN,"2025-07-27 16:53:21","2025-07-27 18:53:21",Cancelled,Economy,2025-08-15,978.05
2872,85,"Christina Scott",Other,50,Benin,1148,Frontier,1705,SEA,MIA,"2025-07-29 03:32:47","2025-07-29 06:32:47","On Time",Economy,2025-07-29,1001.92
6181,85,"Christina Scott",Other,50,Benin,2529,United,7429,JFK,MIA,"2025-07-25 02:45:21","2025-07-25 08:45:21",Delayed,Business,2025-07-29,500.47
7693,85,"Christina Scott",Other,50,Benin,411,JetBlue,4737,SFO,MIA,"2025-07-26 22:26:37","2025-07-27 00:26:37",Cancelled,Economy,2025-07-09,1386.9
5673,86,"Catherine Castro",Female,36.0,Liechtenstein,1150,Southwest,1586,JFK,MIA,"2025-08-08 18:23:48","2025-08-08 22:23:48","On Time",Business,2025-07-20,231.8
951,87,"Cody Ryan",Female,31.0,Croatia,603,United,977,LAX,SFO,"2025-07-19 23:18:59","2025-07-20 02:18:59","On Time",First,2025-07-01,322.9
1931,87,"Cody Ryan",Female,31.0,Croatia,1831,Frontier,8873,ORD,SEA,"2025-08-12 19:57:47","2025-08-12 21:57:47",Cancelled,Economy,2025-07-19,1235.04
9936,87,"Cody Ryan",Female,31.0,Croatia,1885,Southwest,9301,LAX,SEA,"2025-08-06 12:35:30","2025-08-06 14:35:30",Cancelled,Business,2025-07-16,133.02
27,88,"Holly Hicks",Female,48.0,Benin,1483,Southwest,1220,DEN,ATL,"2025-07-19 18:10:03","2025-07-19 20:10:03",Cancelled,First,2025-07-29,498.32
1212,88,"Holly Hicks",Female,48.0,Benin,252,Delta,7481,LAX,SFO,"2025-07-20 00:14:59","2025-07-20 02:14:59",Cancelled,Business,2025-07-18,717.14
5666,88,"Holly Hicks",Female,48.0,Benin,576,JetBlue,6463,DFW,ORD,"2025-07-27 15:42:39","2025-07-27 17:42:39",Delayed,Economy,2025-07-26,336.86
6288,88,"Holly Hicks",Female,48.0,Benin,229,Spirit,8057,BOS,SEA,"2025-08-08 12:21:52","2025-08-08 17:21:52",Delayed,First,2025-07-23,992.83
9808,88,"Holly Hicks",Female,48.0,Benin,622,Spirit,1943,SFO,ORD,"2025-07-25 19:21:30","2025-07-25 21:21:30",Cancelled,First,2025-06-26,1405.89
424,89,"Shaun Gilmore",Female,50,Australia,2366,Delta,5202,SEA,MIA,"2025-08-01 03:34:16","2025-08-01 07:34:16","On Time",Business,2025-08-09,328.32
2360,89,"Shaun Gilmore",Female,50,Australia,1750,Southwest,7209,DEN,ORD,"2025-08-14 02:46:54","2025-08-14 07:46:54","On Time",Economy,2025-06-23,469.02
2552,89,"Shaun Gilmore",Female,50,Australia,1394,JetBlue,2721,JFK,LAX,"2025-08-05 07:11:00","2025-08-05 09:11:00",Cancelled,Business,2025-07-24,623.69
4600,89,"Shaun Gilmore",Female,50,Australia,2760,Frontier,6641,SEA,MIA,"2025-07-24 00:13:02","2025-07-24 04:13:02","On Time",Business,2025-08-14,1184.86
4895,89,"Shaun Gilmore",Female,50,Australia,1799,Delta,9336,SEA,JFK,"2025-08-02 09:27:22","2025-08-02 11:27:22",Delayed,Economy,2025-06-29,1186.24
8375,90,"Samantha Sharp",Other,28.0,"Saudi Arabia",2769,Delta,8570,BOS,LAX,"2025-08-17 04:24:59","2025-08-17 09:24:59",Delayed,First,2025-08-10,425.81
8690,90,"Samantha Sharp",Other,28.0,"Saudi Arabia",415,Alaska,9165,BOS,SFO,"2025-08-05 07:00:13","2025-08-05 11:00:13","On Time",Economy,2025-06-30,487.08
9915,90,"Samantha Sharp",Other,28.0,"Saudi Arabia",2995,Southwest,4261,DEN,SFO,"2025-07-27 16:52:41","2025-07-27 18:52:41",Delayed,First,2025-07-07,411.37
1753,91,"Barbara Guzman",Male,50,Panama,2359,United,3075,DEN,LAX,"2025-07-27 01:18:22","2025-07-27 04:18:22","On Time",Business,2025-07-09,226.36
1844,91,"Barbara Guzman",Male,50,Panama,1364,"American Airlines",8206,BOS,DEN,"2025-07-18 21:16:06","2025-07-18 23:16:06",Cancelled,Business,2025-06-22,575.7
2584,91,"Barbara Guzman",Male,50,Panama,1715,United,3191,BOS,ORD,"2025-07-22 23:02:04","2025-07-23 02:02:04","On Time",Economy,2025-08-16,450.77
4161,91,"Barbara Guzman",Male,50,Panama,562,Spirit,8512,JFK,DEN,"2025-08-08 05:29:16","2025-08-08 09:29:16","On Time",First,2025-07-12,205.12
6287,91,"Barbara Guzman",Male,50,Panama,2021,Frontier,5948,ATL,MIA,"2025-07-22 15:39:13","2025-07-22 19:39:13",Delayed,First,2025-08-03,359.56
708,92,"Elizabeth Baker",Male,50,Iceland,1969,Southwest,3447,LAX,MIA,"2025-07-24 08:46:29","2025-07-24 10:46:29",Cancelled,Business,2025-08-06,215.06
